# BLASTN 2.6.0+
# Query: KJ136016.1 Amaranthus hypochondriacus 4,5-DOPA dioxygenase extradiol-like protein (DODA-2) mRNA, complete cds
# Database: Data/BLAST/ah_v2.1_db/Ahypochondriacus_459_v2.0.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 380 hits found
KJ136016.1	Scaffold_6	100.000	464	0	0	724	1187	13888736	13889199	0.0	857
KJ136016.1	Scaffold_6	100.000	377	0	0	350	726	13887430	13887806	0.0	697
KJ136016.1	Scaffold_6	99.419	344	0	2	10	351	13885519	13885862	9.90e-177	623
KJ136016.1	Scaffold_6	77.256	277	61	2	355	630	13875547	13875822	9.33e-38	161
KJ136016.1	Scaffold_6	77.949	195	37	5	439	630	13867016	13867207	2.05e-24	117
KJ136016.1	Scaffold_6	74.449	227	52	5	124	347	13871567	13871790	3.45e-17	93.5
KJ136016.1	Scaffold_6	87.234	47	4	2	350	395	13866927	13866972	5.86e-05	52.8
KJ136016.1	Scaffold_6	84.783	46	7	0	660	705	13875849	13875894	0.003	47.3
KJ136016.1	Scaffold_6	96.296	27	1	0	667	693	13867241	13867267	0.010	45.4
KJ136016.1	Scaffold_6	88.235	34	4	0	19	52	1551151	1551184	0.13	41.7
KJ136016.1	Scaffold_6	90.625	32	2	1	52	83	18202365	18202395	0.13	41.7
KJ136016.1	Scaffold_6	83.721	43	5	2	41	82	17052415	17052456	0.46	39.9
KJ136016.1	Scaffold_6	88.571	35	1	3	15	48	17278759	17278727	0.46	39.9
KJ136016.1	Scaffold_6	95.833	24	0	1	13	36	1328549	1328527	1.6	38.1
KJ136016.1	Scaffold_6	95.833	24	0	1	13	36	1342622	1342600	1.6	38.1
KJ136016.1	Scaffold_6	92.308	26	2	0	85	110	2208680	2208655	1.6	38.1
KJ136016.1	Scaffold_6	89.655	29	3	0	21	49	4246295	4246267	1.6	38.1
KJ136016.1	Scaffold_6	90.000	30	2	1	30	58	7896726	7896697	1.6	38.1
KJ136016.1	Scaffold_6	80.357	56	6	4	22	75	11442257	11442309	1.6	38.1
KJ136016.1	Scaffold_6	95.652	23	1	0	722	744	16635623	16635645	1.6	38.1
KJ136016.1	Scaffold_6	84.615	39	4	2	44	82	17025548	17025584	1.6	38.1
KJ136016.1	Scaffold_6	90.000	30	2	1	53	81	18754708	18754679	1.6	38.1
KJ136016.1	Scaffold_6	92.308	26	2	0	85	110	22688520	22688545	1.6	38.1
KJ136016.1	Scaffold_6	78.689	61	7	6	24	82	2258038	2257982	5.9	36.2
KJ136016.1	Scaffold_6	89.286	28	3	0	85	112	3502288	3502315	5.9	36.2
KJ136016.1	Scaffold_6	100.000	19	0	0	56	74	4284403	4284385	5.9	36.2
KJ136016.1	Scaffold_6	81.633	49	4	4	992	1036	4756340	4756293	5.9	36.2
KJ136016.1	Scaffold_6	100.000	19	0	0	871	889	5513709	5513691	5.9	36.2
KJ136016.1	Scaffold_6	90.000	30	0	3	1096	1124	7401470	7401443	5.9	36.2
KJ136016.1	Scaffold_6	92.000	25	2	0	88	112	8687565	8687541	5.9	36.2
KJ136016.1	Scaffold_6	85.294	34	5	0	1143	1176	11260711	11260678	5.9	36.2
KJ136016.1	Scaffold_6	92.308	26	0	2	1055	1080	13972241	13972264	5.9	36.2
KJ136016.1	Scaffold_6	85.714	35	3	2	41	75	15443401	15443369	5.9	36.2
KJ136016.1	Scaffold_6	95.455	22	1	0	14	35	17396370	17396391	5.9	36.2
KJ136016.1	Scaffold_6	85.714	35	3	1	30	62	18152657	18152691	5.9	36.2
KJ136016.1	Scaffold_6	84.211	38	5	1	53	89	23552703	23552666	5.9	36.2
KJ136016.1	Scaffold_6	85.714	35	3	2	17	50	24410352	24410319	5.9	36.2
KJ136016.1	Scaffold_16	79.365	189	37	2	442	629	5235125	5234938	7.32e-29	132
KJ136016.1	Scaffold_16	75.974	154	34	3	195	347	5238576	5238425	3.48e-12	76.8
KJ136016.1	Scaffold_16	73.333	180	44	4	729	906	5231395	5231218	2.71e-08	63.9
KJ136016.1	Scaffold_16	92.308	26	2	0	18	43	7791128	7791103	1.6	38.1
KJ136016.1	Scaffold_16	83.721	43	3	4	943	982	10293540	10293581	1.6	38.1
KJ136016.1	Scaffold_16	87.500	32	4	0	29	60	12395686	12395655	1.6	38.1
KJ136016.1	Scaffold_16	87.500	32	3	1	51	81	80229	80260	5.9	36.2
