# BLASTN 2.6.0+
# Query: KM592962.1 Beta vulgaris cytochrome P450 CYP76AD6 mRNA, complete cds
# Database: Data/BLAST/ah_v2.1_db/Ahypochondriacus_459_v2.0.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 142 hits found
KM592962.1	Scaffold_1	81.959	776	134	6	117	889	7526267	7525495	0.0	652
KM592962.1	Scaffold_1	80.897	602	113	2	888	1488	7523110	7522510	1.34e-131	473
KM592962.1	Scaffold_1	77.723	606	125	10	888	1488	37741733	37742333	3.03e-98	363
KM592962.1	Scaffold_1	76.688	459	102	4	259	714	37740828	37741284	2.46e-64	250
KM592962.1	Scaffold_1	90.625	32	1	2	539	568	30793795	30793826	0.16	41.7
KM592962.1	Scaffold_1	96.000	25	0	1	540	564	31384087	31384064	0.58	39.9
KM592962.1	Scaffold_1	86.486	37	1	4	965	999	5290704	5290738	2.1	38.1
KM592962.1	Scaffold_1	92.000	25	2	0	545	569	12664930	12664906	7.5	36.2
KM592962.1	Scaffold_1	92.000	25	2	0	545	569	19980810	19980834	7.5	36.2
KM592962.1	Scaffold_1	92.000	25	2	0	545	569	19999621	19999597	7.5	36.2
KM592962.1	Scaffold_1	92.000	25	2	0	545	569	20005586	20005610	7.5	36.2
KM592962.1	Scaffold_1	100.000	19	0	0	1037	1055	34722713	34722695	7.5	36.2
KM592962.1	Scaffold_1	95.455	22	1	0	1431	1452	35405707	35405728	7.5	36.2
KM592962.1	Scaffold_2	78.930	598	124	2	888	1484	2034549	2035145	4.96e-111	405
KM592962.1	Scaffold_2	78.130	599	128	3	888	1484	31697035	31696438	1.08e-102	377
KM592962.1	Scaffold_2	77.796	617	127	8	888	1498	16279700	16279088	5.03e-101	372
KM592962.1	Scaffold_2	75.258	679	157	9	190	864	31698183	31697512	3.09e-83	313
KM592962.1	Scaffold_2	73.791	786	165	31	84	864	2032617	2033366	5.25e-71	272
KM592962.1	Scaffold_2	74.737	475	110	8	93	563	16286097	16285629	1.94e-50	204
KM592962.1	Scaffold_2	76.849	311	68	2	556	864	16280446	16280138	5.48e-41	172
KM592962.1	Scaffold_2	81.053	95	14	4	891	984	6806350	6806441	5.71e-11	73.1
KM592962.1	Scaffold_2	79.365	63	13	0	1267	1329	26462141	26462079	0.012	45.4
KM592962.1	Scaffold_2	95.833	24	1	0	546	569	14798120	14798143	0.58	39.9
KM592962.1	Scaffold_2	95.833	24	1	0	546	569	14807813	14807790	0.58	39.9
KM592962.1	Scaffold_2	82.222	45	8	0	1	45	31698381	31698337	0.58	39.9
KM592962.1	Scaffold_2	100.000	21	0	0	37	57	35509568	35509548	0.58	39.9
KM592962.1	Scaffold_2	81.818	44	8	0	1156	1199	6806610	6806653	2.1	38.1
KM592962.1	Scaffold_2	89.655	29	3	0	541	569	12073577	12073549	2.1	38.1
KM592962.1	Scaffold_2	85.714	35	3	2	28	61	3740381	3740414	7.5	36.2
KM592962.1	Scaffold_2	92.000	25	2	0	545	569	11551662	11551638	7.5	36.2
