# BLASTN 2.6.0+
# Query: AB182643.1 Mirabilis jalapa cDOPA5GT mRNA for cyclo-DOPA 5-O-glucosyltransferase, complete cds
# Database: Data/BLAST/ah_v2.1_db/Ahypochondriacus_459_v2.0.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 113 hits found
AB182643.1	Scaffold_4	73.603	519	131	6	898	1413	10225754	10225239	1.30e-47	195
AB182643.1	Scaffold_4	73.889	180	46	1	571	750	10226068	10225890	2.28e-10	71.3
AB182643.1	Scaffold_4	82.353	68	8	4	1111	1176	3031050	3030985	6.39e-06	56.5
AB182643.1	Scaffold_4	85.000	40	6	0	1137	1176	3034953	3034992	0.18	41.7
AB182643.1	Scaffold_4	87.879	33	3	1	1301	1333	16994304	16994335	2.3	38.1
AB182643.1	Scaffold_4	100.000	19	0	0	1158	1176	3044674	3044656	8.3	36.2
AB182643.1	Scaffold_4	87.879	33	1	3	1300	1330	8507506	8507537	8.3	36.2
AB182643.1	Scaffold_4	76.562	64	15	0	245	308	10226392	10226329	8.3	36.2
AB182643.1	Scaffold_2	87.234	47	6	0	1132	1178	3680106	3680152	2.30e-05	54.7
AB182643.1	Scaffold_2	89.474	38	4	0	1141	1178	3573629	3573666	0.001	49.1
AB182643.1	Scaffold_2	88.235	34	2	2	1132	1164	18173596	18173628	0.64	39.9
AB182643.1	Scaffold_2	90.323	31	0	3	1303	1331	16630279	16630308	2.3	38.1
AB182643.1	Scaffold_2	87.879	33	2	2	1305	1336	16814403	16814372	2.3	38.1
AB182643.1	Scaffold_2	100.000	19	0	0	325	343	1480290	1480272	8.3	36.2
AB182643.1	Scaffold_2	85.714	35	4	1	1379	1412	6039462	6039428	8.3	36.2
AB182643.1	Scaffold_2	92.000	25	2	0	1063	1087	17493067	17493091	8.3	36.2
AB182643.1	Scaffold_2	100.000	19	0	0	1355	1373	21586711	21586729	8.3	36.2
AB182643.1	Scaffold_2	95.455	22	1	0	1156	1177	35043760	35043739	8.3	36.2
AB182643.1	Scaffold_16	85.185	54	6	2	1132	1184	15825008	15824956	2.30e-05	54.7
AB182643.1	Scaffold_16	88.235	34	2	2	1300	1333	14378802	14378833	0.64	39.9
AB182643.1	Scaffold_16	92.593	27	1	1	1303	1329	15164671	15164696	2.3	38.1
AB182643.1	Scaffold_16	83.784	37	6	0	1139	1175	3225255	3225291	8.3	36.2
AB182643.1	Scaffold_3	81.667	60	11	0	1118	1177	7235100	7235041	2.97e-04	51.0
AB182643.1	Scaffold_3	86.842	38	3	2	1622	1659	7223399	7223364	0.18	41.7
AB182643.1	Scaffold_3	85.366	41	4	2	1123	1162	26684247	26684286	0.18	41.7
AB182643.1	Scaffold_3	95.833	24	1	0	1236	1259	4063441	4063464	0.64	39.9
AB182643.1	Scaffold_3	89.655	29	3	0	1063	1091	16984424	16984396	2.3	38.1
