# BLASTN 2.6.0+
# Query: KM592963.1 Amaranthus cruentus DODA1 mRNA, complete cds
# Database: Data/BLAST/ah_v2.1_db/Ahypochondriacus_459_v2.0.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 102 hits found
KM592963.1	Scaffold_16	99.734	376	1	0	297	672	5235219	5234844	0.0	689
KM592963.1	Scaffold_16	100.000	300	0	0	1	300	5238720	5238421	2.63e-156	555
KM592963.1	Scaffold_16	100.000	192	0	0	670	861	5231400	5231209	2.87e-96	355
KM592963.1	Scaffold_16	100.000	20	0	0	156	175	3502870	3502851	1.2	38.1
KM592963.1	Scaffold_16	92.308	26	1	1	196	220	11053841	11053866	4.2	36.2
KM592963.1	Scaffold_16	92.000	25	2	0	371	395	15982707	15982731	4.2	36.2
KM592963.1	Scaffold_6	77.778	333	74	0	295	627	13875538	13875870	3.06e-51	206
KM592963.1	Scaffold_6	75.853	381	87	4	298	675	13866926	13867304	3.08e-46	189
KM592963.1	Scaffold_6	76.744	258	54	5	45	300	13871541	13871794	3.14e-31	139
KM592963.1	Scaffold_6	78.788	198	40	2	379	575	13887510	13887706	5.26e-29	132
KM592963.1	Scaffold_6	75.974	154	34	3	145	296	13885706	13885858	2.50e-12	76.8
KM592963.1	Scaffold_6	73.333	180	44	4	675	852	13888741	13888918	1.95e-08	63.9
KM592963.1	Scaffold_6	76.000	125	27	3	700	822	13868064	13868187	7.00e-08	62.1
KM592963.1	Scaffold_6	92.857	28	0	1	487	512	19746911	19746938	0.33	39.9
KM592963.1	Scaffold_6	95.652	23	1	0	233	255	23369181	23369203	1.2	38.1
KM592963.1	Scaffold_6	92.308	26	1	1	576	600	1456422	1456447	4.2	36.2
KM592963.1	Scaffold_6	95.455	22	1	0	258	279	8723210	8723231	4.2	36.2
KM592963.1	Scaffold_6	92.000	25	2	0	101	125	15780245	15780269	4.2	36.2
KM592963.1	Scaffold_8	96.396	111	4	0	751	861	15197810	15197700	1.43e-44	183
KM592963.1	Scaffold_8	82.222	45	5	2	10	52	618450	618493	4.2	36.2
KM592963.1	Scaffold_8	92.308	26	0	2	257	282	4394997	4394974	4.2	36.2
KM592963.1	Scaffold_8	95.455	22	1	0	51	72	18883864	18883885	4.2	36.2
KM592963.1	Scaffold_15	97.403	77	2	0	1	77	1122224	1122148	5.26e-29	132
KM592963.1	Scaffold_15	95.652	23	1	0	29	51	12190525	12190547	1.2	38.1
KM592963.1	Scaffold_15	86.111	36	4	1	57	91	15444152	15444117	1.2	38.1
KM592963.1	Scaffold_15	82.222	45	4	4	152	194	3868906	3868864	4.2	36.2
KM592963.1	Scaffold_15	92.000	25	2	0	27	51	12163946	12163970	4.2	36.2
KM592963.1	Scaffold_15	95.455	22	1	0	508	529	12609191	12609170	4.2	36.2
KM592963.1	Scaffold_15	82.222	45	4	3	33	77	15325039	15324999	4.2	36.2
KM592963.1	Scaffold_3	90.909	33	2	1	32	63	11448313	11448345	0.025	43.6
KM592963.1	Scaffold_3	88.235	34	3	1	529	562	11650502	11650534	0.33	39.9
KM592963.1	Scaffold_3	88.235	34	3	1	529	562	11654823	11654855	0.33	39.9
KM592963.1	Scaffold_3	100.000	21	0	0	25	45	29078443	29078463	0.33	39.9
KM592963.1	Scaffold_3	100.000	19	0	0	569	587	2483047	2483029	4.2	36.2
KM592963.1	Scaffold_3	95.455	22	1	0	162	183	9532128	9532107	4.2	36.2
KM592963.1	Scaffold_3	95.455	22	1	0	541	562	11646310	11646331	4.2	36.2
KM592963.1	Scaffold_10	100.000	23	0	0	32	54	10476727	10476705	0.025	43.6
KM592963.1	Scaffold_10	90.625	32	3	0	32	63	11751876	11751845	0.025	43.6
KM592963.1	Scaffold_10	92.593	27	2	0	446	472	19113658	19113632	0.33	39.9
KM592963.1	Scaffold_10	87.879	33	3	1	32	63	10243087	10243119	1.2	38.1
KM592963.1	Scaffold_10	89.655	29	2	1	55	82	4148154	4148182	4.2	36.2
KM592963.1	Scaffold_10	92.000	25	2	0	248	272	4873824	4873848	4.2	36.2
KM592963.1	Scaffold_10	92.308	26	0	2	165	189	7962476	7962452	4.2	36.2
KM592963.1	Scaffold_10	87.500	32	2	2	264	293	12819598	12819629	4.2	36.2
KM592963.1	Scaffold_10	95.455	22	1	0	61	82	20276277	20276256	4.2	36.2
KM592963.1	Scaffold_10	95.455	22	1	0	167	188	22197544	22197523	4.2	36.2
KM592963.1	Scaffold_13	96.000	25	1	0	30	54	2446267	2446243	0.091	41.7
KM592963.1	Scaffold_13	100.000	20	0	0	741	760	8491142	8491123	1.2	38.1
KM592963.1	Scaffold_13	83.784	37	6	0	236	272	9979455	9979419	4.2	36.2
KM592963.1	Scaffold_13	85.714	35	4	1	33	67	12146935	12146968	4.2	36.2
KM592963.1	Scaffold_13	92.308	26	1	1	461	485	17910139	17910114	4.2	36.2
KM592963.1	Scaffold_13	87.500	32	3	1	335	365	19345036	19345067	4.2	36.2
KM592963.1	Scaffold_13	92.308	26	1	1	258	282	19831258	19831283	4.2	36.2
KM592963.1	Scaffold_13	82.927	41	6	1	707	747	20110016	20109977	4.2	36.2
KM592963.1	Contig89|quiver|	90.323	31	1	2	25	53	20564	20534	0.33	39.9
KM592963.1	Contig89|quiver|	89.286	28	3	0	28	55	20358	20331	4.2	36.2
KM592963.1	Contig722|quiver|	90.323	31	1	2	25	53	20996	20966	0.33	39.9
KM592963.1	Scaffold_9	100.000	21	0	0	25	45	7280530	7280510	0.33	39.9
KM592963.1	Scaffold_9	92.857	28	0	1	39	66	13542725	13542700	0.33	39.9
KM592963.1	Scaffold_9	95.652	23	1	0	56	78	7243435	7243413	1.2	38.1
KM592963.1	Scaffold_9	82.222	45	5	3	144	185	2732878	2732922	4.2	36.2
KM592963.1	Scaffold_9	87.879	33	1	3	148	177	7299416	7299448	4.2	36.2
KM592963.1	Scaffold_11	92.857	28	1	1	244	271	4318883	4318909	0.33	39.9
KM592963.1	Scaffold_11	83.333	42	6	1	31	72	13237393	13237353	1.2	38.1
KM592963.1	Scaffold_11	87.879	33	0	4	42	73	10085643	10085614	4.2	36.2
KM592963.1	Scaffold_11	92.000	25	2	0	30	54	13967883	13967859	4.2	36.2
KM592963.1	Scaffold_11	83.721	43	2	5	13	52	17571093	17571053	4.2	36.2
KM592963.1	Scaffold_11	95.455	22	1	0	10	31	18802575	18802554	4.2	36.2
KM592963.1	Scaffold_7	95.652	23	1	0	56	78	22056832	22056854	1.2	38.1
KM592963.1	Scaffold_7	87.500	32	4	0	371	402	23009689	23009658	1.2	38.1
KM592963.1	Scaffold_7	87.879	33	1	2	14	46	1309150	1309179	4.2	36.2
KM592963.1	Scaffold_7	81.250	48	6	2	26	70	9373103	9373150	4.2	36.2
KM592963.1	Scaffold_7	95.455	22	1	0	50	71	13756957	13756936	4.2	36.2
KM592963.1	Scaffold_7	95.455	22	1	0	50	71	13760151	13760130	4.2	36.2
KM592963.1	Scaffold_5	100.000	20	0	0	33	52	8049493	8049474	1.2	38.1
KM592963.1	Scaffold_5	100.000	20	0	0	33	52	8049649	8049630	1.2	38.1
KM592963.1	Scaffold_5	90.000	30	1	2	17	45	10615100	10615128	1.2	38.1
KM592963.1	Scaffold_5	90.000	30	1	2	144	172	15236006	15236034	1.2	38.1
KM592963.1	Scaffold_4	87.879	33	3	1	32	63	8767558	8767590	1.2	38.1
KM592963.1	Scaffold_4	92.308	26	1	1	345	369	3743852	3743877	4.2	36.2
KM592963.1	Scaffold_4	92.000	25	2	0	550	574	7158410	7158434	4.2	36.2
KM592963.1	Scaffold_4	92.000	25	2	0	373	397	10203705	10203681	4.2	36.2
KM592963.1	Scaffold_4	92.308	26	1	1	79	104	22879795	22879771	4.2	36.2
KM592963.1	Scaffold_4	92.000	25	2	0	29	53	24181313	24181289	4.2	36.2
KM592963.1	Scaffold_1	95.652	23	1	0	166	188	7700118	7700140	1.2	38.1
KM592963.1	Scaffold_1	92.000	25	2	0	50	74	2605740	2605716	4.2	36.2
KM592963.1	Scaffold_1	95.652	23	0	1	250	272	3636104	3636083	4.2	36.2
KM592963.1	Scaffold_1	87.097	31	4	0	194	224	20043313	20043343	4.2	36.2
KM592963.1	Scaffold_1	85.714	35	3	1	149	183	21585482	21585514	4.2	36.2
KM592963.1	Scaffold_1	92.308	26	0	2	680	703	29332089	29332064	4.2	36.2
KM592963.1	Scaffold_1	95.455	22	1	0	143	164	35595227	35595248	4.2	36.2
KM592963.1	Scaffold_12	85.000	40	3	3	145	182	1627755	1627717	1.2	38.1
KM592963.1	Scaffold_12	90.000	30	1	2	160	188	2536518	2536546	1.2	38.1
KM592963.1	Scaffold_12	89.655	29	1	2	39	66	12316663	12316690	4.2	36.2
KM592963.1	Scaffold_12	92.000	25	2	0	130	154	19832553	19832529	4.2	36.2
KM592963.1	Scaffold_12	95.455	22	1	0	22	43	21098025	21098004	4.2	36.2
KM592963.1	Contig761|quiver|	82.222	45	5	3	144	185	2424	2380	4.2	36.2
KM592963.1	Scaffold_2	92.000	25	2	0	145	169	1815970	1815994	4.2	36.2
KM592963.1	Scaffold_2	92.308	26	0	2	33	58	7168854	7168877	4.2	36.2
KM592963.1	Scaffold_2	95.455	22	1	0	21	42	30488192	30488213	4.2	36.2
KM592963.1	Scaffold_2	87.500	32	3	1	171	202	34953009	34953039	4.2	36.2
KM592963.1	Scaffold_14	95.455	22	1	0	53	74	17677179	17677158	4.2	36.2
# BLAST processed 1 queries
