# BLASTN 2.6.0+
# Query: JF432080.1 Beta vulgaris R2R3 MYB transcriptional regulator mRNA, complete cds
# Database: Data/BLAST/ah_v2.1_db/Ahypochondriacus_459_v2.0.fa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 44 hits found
JF432080.1	Scaffold_16	90.476	84	8	0	267	350	979677	979760	5.35e-23	111
JF432080.1	Scaffold_16	89.412	85	9	0	267	351	990877	990961	6.93e-22	108
JF432080.1	Scaffold_16	81.651	109	20	0	33	141	976669	976777	6.98e-17	91.6
JF432080.1	Scaffold_16	79.832	119	24	0	151	269	989825	989943	9.02e-16	87.9
JF432080.1	Scaffold_16	85.714	42	6	0	546	587	980004	980045	0.006	45.4
JF432080.1	Scaffold_16	83.721	43	7	0	543	585	991204	991246	0.071	41.7
JF432080.1	Scaffold_10	90.123	81	8	0	268	348	21774169	21774089	2.49e-21	106
JF432080.1	Scaffold_10	89.024	82	9	0	267	348	21756186	21756105	3.22e-20	102
JF432080.1	Scaffold_10	80.882	136	20	4	137	269	21757253	21757121	3.22e-20	102
JF432080.1	Scaffold_10	79.245	106	19	2	45	147	21776197	21776092	9.09e-11	71.3
JF432080.1	Scaffold_10	75.188	133	33	0	137	269	21775464	21775332	1.52e-08	63.9
JF432080.1	Scaffold_10	83.019	53	9	0	138	190	16830934	16830882	4.26e-04	49.1
JF432080.1	Scaffold_10	79.245	53	11	0	138	190	21955333	21955385	0.92	38.1
JF432080.1	Scaffold_2	80.822	73	14	0	267	339	1886613	1886541	7.08e-07	58.4
JF432080.1	Scaffold_2	87.879	33	2	2	318	350	31597859	31597829	0.92	38.1
JF432080.1	Scaffold_2	89.655	29	1	2	441	468	34566450	34566423	3.3	36.2
JF432080.1	Scaffold_11	79.452	73	15	0	267	339	19217179	19217107	3.29e-05	52.8
JF432080.1	Scaffold_11	81.250	48	9	0	138	185	19220848	19220801	0.26	39.9
JF432080.1	Scaffold_14	81.250	64	11	1	142	205	12362464	12362402	1.18e-04	51.0
JF432080.1	Scaffold_14	90.323	31	2	1	305	334	12922626	12922596	0.26	39.9
JF432080.1	Scaffold_14	95.833	24	0	1	339	362	9820928	9820906	0.92	38.1
JF432080.1	Scaffold_9	78.261	69	15	0	267	335	12051888	12051956	0.006	45.4
JF432080.1	Scaffold_9	95.833	24	0	1	339	362	14102508	14102530	0.92	38.1
JF432080.1	Scaffold_9	95.652	23	1	0	306	328	14390336	14390314	0.92	38.1
JF432080.1	Scaffold_9	82.222	45	6	2	295	338	20973270	20973227	0.92	38.1
JF432080.1	Scaffold_5	79.661	59	12	0	145	203	580357	580415	0.020	43.6
JF432080.1	Scaffold_5	84.615	39	4	2	441	477	122815	122853	0.92	38.1
JF432080.1	Scaffold_1	93.333	30	1	1	157	186	14416305	14416333	0.020	43.6
JF432080.1	Scaffold_1	85.714	35	5	0	324	358	36913839	36913805	0.92	38.1
JF432080.1	Scaffold_1	85.714	35	3	2	643	676	36780977	36781010	3.3	36.2
JF432080.1	Scaffold_12	82.353	51	7	2	292	341	4698474	4698425	0.020	43.6
JF432080.1	Scaffold_12	95.455	22	1	0	452	473	19448268	19448289	3.3	36.2
JF432080.1	Scaffold_15	79.310	58	12	0	137	194	1898961	1898904	0.071	41.7
JF432080.1	Scaffold_15	100.000	19	0	0	309	327	2324285	2324303	3.3	36.2
JF432080.1	Scaffold_6	86.111	36	3	2	644	678	17392514	17392480	0.92	38.1
JF432080.1	Scaffold_6	95.455	22	1	0	644	665	3034166	3034145	3.3	36.2
JF432080.1	Scaffold_4	92.593	27	1	1	646	671	7966584	7966610	0.92	38.1
JF432080.1	Scaffold_4	95.455	22	1	0	303	324	8124313	8124334	3.3	36.2
JF432080.1	Scaffold_4	100.000	19	0	0	657	675	24146347	24146365	3.3	36.2
JF432080.1	Contig208|quiver|	95.455	22	1	0	130	151	29873	29852	3.3	36.2
JF432080.1	Scaffold_8	87.097	31	4	0	477	507	2693509	2693479	3.3	36.2
JF432080.1	Scaffold_8	100.000	19	0	0	455	473	7997993	7998011	3.3	36.2
JF432080.1	Scaffold_7	92.308	26	0	1	228	251	1162874	1162849	3.3	36.2
JF432080.1	Scaffold_7	89.655	29	1	2	193	221	19901699	19901725	3.3	36.2
# BLAST processed 1 queries
